Michigan County Code,City/Township Code,Ward Number,Precinct Number,Precinct Label,Office Code,District Code,Status Code,Office Description,County Name,Census County Code,Election Year,Election Type,City/Township Description,standardized_id,standardized_id_num
25,58,6,52,,6,800,0,8TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,GENESEE,049,2022,GEN,FLINT CITY,WP-049-29000-06052,0492900006052
25,58,6,53,,6,800,0,8TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,GENESEE,049,2022,GEN,FLINT CITY,WP-049-29000-06053,0492900006053
25,58,8,58,,6,800,0,8TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,GENESEE,049,2022,GEN,FLINT CITY,WP-049-29000-08058,0492900008058
25,58,9,35,,6,800,0,8TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,GENESEE,049,2022,GEN,FLINT CITY,WP-049-29000-09035,0492900009035
25,58,9,38,,6,800,0,8TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,GENESEE,049,2022,GEN,FLINT CITY,WP-049-29000-09038,0492900009038
25,58,9,43,,6,800,0,8TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,GENESEE,049,2022,GEN,FLINT CITY,WP-049-29000-09043,0492900009043
26,54,0,1,,6,200,0,2ND DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,GLADWIN,051,2022,GEN,GLADWIN CITY,WP-051-32320-00001,0513232000001
26,54,0,2,,6,200,0,2ND DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,GLADWIN,051,2022,GEN,GLADWIN CITY,WP-051-32320-00002,0513232000002
28,10,0,7,,6,100,0,1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,GD. TRAVERSE,055,2022,GEN,GARFIELD TOWNSHIP,WP-055-31580-00007,0553158000007
28,14,0,3,,6,100,0,1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,GD. TRAVERSE,055,2022,GEN,GREEN LAKE TOWNSHIP,WP-055-34960-00003,0553496000003
28,6,0,5,,6,100,0,1ST DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,GD. TRAVERSE,055,2022,GEN,EAST BAY TOWNSHIP,WP-055-23800-00005,0552380000005
3,18,0,2,,6,400,0,4TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,ALLEGAN,005,2022,GEN,HEATH TOWNSHIP,WP-005-37460-00002,0053746000002
3,26,0,3,,6,400,0,4TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,ALLEGAN,005,2022,GEN,LEIGHTON TOWNSHIP,WP-005-46760-00003,0054676000003
3,64,0,2,,6,400,0,4TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,ALLEGAN,005,2022,GEN,WAYLAND CITY,WP-005-84880-00002,0058488000002
33,20,0,16,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,INGHAM,065,2022,GEN,MERIDIAN TOWNSHIP,WP-065-53140-00016,0655314000016
33,20,0,21,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,INGHAM,065,2022,GEN,MERIDIAN TOWNSHIP,WP-065-53140-00021,0655314000021
33,20,0,22,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,INGHAM,065,2022,GEN,MERIDIAN TOWNSHIP,WP-065-53140-00022,0655314000022
33,54,3,23,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,INGHAM,065,2022,GEN,LANSING CITY,WP-065-46000-03023,0654600003023
33,54,4,31,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,INGHAM,065,2022,GEN,LANSING CITY,WP-065-46000-04031,0654600004031
34,54,2,2,,6,200,0,2ND DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,IONIA,067,2022,GEN,IONIA CITY,WP-067-40860-02002,0674086002002
34,54,3,3,,6,200,0,2ND DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,IONIA,067,2022,GEN,IONIA CITY,WP-067-40860-03003,0674086003003
34,54,4,4,,6,200,0,2ND DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,IONIA,067,2022,GEN,IONIA CITY,WP-067-40860-04004,0674086004004
37,26,0,2,,6,200,0,2ND DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,ISABELLA,073,2022,GEN,SHERMAN TOWNSHIP,WP-073-73200-00002,0737320000002
38,2,0,6,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,BLACKMAN TOWNSHIP,WP-075-08760-00006,0750876000006
38,30,0,3,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,SPRING ARBOR TOWNSHIP,WP-075-75640-00003,0757564000003
38,52,2,3,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-02003,0754142002003
38,52,2,4,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-02004,0754142002004
38,52,2,5,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-02005,0754142002005
38,52,3,6,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-03006,0754142003006
38,52,3,7,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-03007,0754142003007
38,52,4,8,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-04008,0754142004008
38,52,4,9,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-04009,0754142004009
38,52,5,10,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-05010,0754142005010
38,52,5,11,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-05011,0754142005011
38,52,6,12,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-06012,0754142006012
38,52,6,13,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-06013,0754142006013
38,52,6,14,,6,500,0,5TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,JACKSON,075,2022,GEN,JACKSON CITY,WP-075-41420-06014,0754142006014
39,14,0,6,,6,400,0,4TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KALAMAZOO,077,2022,GEN,KALAMAZOO TOWNSHIP,WP-077-42180-00006,0774218000006
41,38,0,2,,6,200,0,2ND DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KENT,081,2022,GEN,SPENCER TOWNSHIP,WP-081-75560-00002,0817556000002
41,56,1,7,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KENT,081,2022,GEN,GRAND RAPIDS CITY,WP-081-34000-01007,0813400001007
41,56,2,24,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KENT,081,2022,GEN,GRAND RAPIDS CITY,WP-081-34000-02024,0813400002024
41,56,3,49,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KENT,081,2022,GEN,GRAND RAPIDS CITY,WP-081-34000-03049,0813400003049
41,56,3,50,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KENT,081,2022,GEN,GRAND RAPIDS CITY,WP-081-34000-03050,0813400003050
41,60,1,17,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KENT,081,2022,GEN,KENTWOOD CITY,WP-081-42820-01017,0814282001017
41,60,2,18,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KENT,081,2022,GEN,KENTWOOD CITY,WP-081-42820-02018,0814282002018
41,68,1,10,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KENT,081,2022,GEN,WYOMING CITY,WP-081-88940-01010,0818894001010
41,68,1,11,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KENT,081,2022,GEN,WYOMING CITY,WP-081-88940-01011,0818894001011
41,68,2,21,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KENT,081,2022,GEN,WYOMING CITY,WP-081-88940-02021,0818894002021
41,68,2,22,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,KENT,081,2022,GEN,WYOMING CITY,WP-081-88940-02022,0818894002022
44,52,0,1,,6,900,0,9TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,LAPEER,087,2022,GEN,LAPEER CITY,WP-087-46040-00001,0874604000001
44,52,0,2,,6,900,0,9TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,LAPEER,087,2022,GEN,LAPEER CITY,WP-087-46040-00002,0874604000002
44,52,0,3,,6,900,0,9TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,LAPEER,087,2022,GEN,LAPEER CITY,WP-087-46040-00003,0874604000003
44,52,0,4,,6,900,0,9TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,LAPEER,087,2022,GEN,LAPEER CITY,WP-087-46040-00004,0874604000004
47,10,0,12,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,LIVINGSTON,093,2022,GEN,GENOA TOWNSHIP,WP-093-31860-00012,0933186000012
47,26,0,6,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,LIVINGSTON,093,2022,GEN,OCEOLA TOWNSHIP,WP-093-60120-00006,0936012000006
50,22,0,31,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,SHELBY TOWNSHIP,WP-099-72820-00031,0997282000031
50,22,0,32,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,SHELBY TOWNSHIP,WP-099-72820-00032,0997282000032
50,24,0,11,,6,900,0,9TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,WASHINGTON TOWNSHIP,WP-099-84120-00011,0998412000011
50,24,0,12,,6,900,0,9TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,WASHINGTON TOWNSHIP,WP-099-84120-00012,0998412000012
50,6,0,15,,6,900,0,9TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,CHESTERFIELD TOWNSHIP,WP-099-15340-00015,0991534000015
50,6,0,16,,6,900,0,9TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,CHESTERFIELD TOWNSHIP,WP-099-15340-00016,0991534000016
50,6,0,17,,6,900,0,9TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,CHESTERFIELD TOWNSHIP,WP-099-15340-00017,0991534000017
50,6,0,18,,6,900,0,9TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,CHESTERFIELD TOWNSHIP,WP-099-15340-00018,0991534000018
50,6,0,19,,6,900,0,9TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,CHESTERFIELD TOWNSHIP,WP-099-15340-00019,0991534000019
50,66,0,16,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,ROSEVILLE CITY,WP-099-69800-00016,0996980000016
50,66,0,17,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,ROSEVILLE CITY,WP-099-69800-00017,0996980000017
50,66,0,18,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,ROSEVILLE CITY,WP-099-69800-00018,0996980000018
50,74,1,31,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,WARREN CITY,WP-099-84000-01031,0998400001031
50,74,1,35,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,WARREN CITY,WP-099-84000-01035,0998400001035
50,74,1,4,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,WARREN CITY,WP-099-84000-01004,0998400001004
50,74,1,41,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,WARREN CITY,WP-099-84000-01041,0998400001041
50,74,1,42,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,WARREN CITY,WP-099-84000-01042,0998400001042
50,74,1,51,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,WARREN CITY,WP-099-84000-01051,0998400001051
50,74,2,19,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,WARREN CITY,WP-099-84000-02019,0998400002019
50,74,2,32,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,WARREN CITY,WP-099-84000-02032,0998400002032
50,74,2,33,,6,1000,0,10TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,MACOMB,099,2022,GEN,WARREN CITY,WP-099-84000-02033,0998400002033
