Michigan County Code,City/Township Code,Ward Number,Precinct Number,Precinct Label,Office Code,District Code,Status Code,Office Description,County Name,Census County Code,Election Year,Election Type,City/Township Description,standardized_id,standardized_id_num
11,28,0,2,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,NILES TOWNSHIP,WP-021-57780-00002,0215778000002
11,28,0,3,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,NILES TOWNSHIP,WP-021-57780-00003,0215778000003
11,28,0,4,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,NILES TOWNSHIP,WP-021-57780-00004,0215778000004
11,28,0,5,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,NILES TOWNSHIP,WP-021-57780-00005,0215778000005
11,30,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ORONOKO TOWNSHIP,WP-021-61180-00001,0216118000001
11,30,0,2,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ORONOKO TOWNSHIP,WP-021-61180-00002,0216118000002
11,30,0,3,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ORONOKO TOWNSHIP,WP-021-61180-00003,0216118000003
11,32,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,PIPESTONE TOWNSHIP,WP-021-64480-00001,0216448000001
11,34,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ROYALTON TOWNSHIP,WP-021-70100-00001,0217010000001
11,34,0,2,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ROYALTON TOWNSHIP,WP-021-70100-00002,0217010000002
11,36,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,SODUS TOWNSHIP,WP-021-74440-00001,0217444000001
11,38,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ST. JOSEPH TOWNSHIP,WP-021-70980-00001,0217098000001
11,38,0,2,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ST. JOSEPH TOWNSHIP,WP-021-70980-00002,0217098000002
11,38,0,3,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ST. JOSEPH TOWNSHIP,WP-021-70980-00003,0217098000003
11,38,0,4,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ST. JOSEPH TOWNSHIP,WP-021-70980-00004,0217098000004
11,4,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BARODA TOWNSHIP,WP-021-05520-00001,0210552000001
11,40,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,THREE OAKS TOWNSHIP,WP-021-79740-00001,0217974000001
11,42,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,WATERVLIET TOWNSHIP,WP-021-84520-00001,0218452000001
11,44,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,WEESAW TOWNSHIP,WP-021-85120-00001,0218512000001
11,52,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BENTON HARBOR CITY,WP-021-07520-00001,0210752000001
11,52,0,2,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BENTON HARBOR CITY,WP-021-07520-00002,0210752000002
11,52,0,3,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BENTON HARBOR CITY,WP-021-07520-00003,0210752000003
11,52,0,4,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BENTON HARBOR CITY,WP-021-07520-00004,0210752000004
11,54,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BRIDGMAN CITY,WP-021-10580-00001,0211058000001
11,56,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BUCHANAN CITY,WP-021-11400-00001,0211140000001
11,56,0,2,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BUCHANAN CITY,WP-021-11400-00002,0211140000002
11,58,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,COLOMA CITY,WP-021-17320-00001,0211732000001
11,6,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BENTON TOWNSHIP,WP-021-07400-00001,0210740000001
11,6,0,2,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BENTON TOWNSHIP,WP-021-07400-00002,0210740000002
11,6,0,3,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BENTON TOWNSHIP,WP-021-07400-00003,0210740000003
11,6,0,4,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BENTON TOWNSHIP,WP-021-07400-00004,0210740000004
11,6,0,5,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BENTON TOWNSHIP,WP-021-07400-00005,0210740000005
11,6,0,6,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BENTON TOWNSHIP,WP-021-07400-00006,0210740000006
11,60,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,NEW BUFFALO CITY,WP-021-57220-00001,0215722000001
11,62,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,NILES CITY,WP-021-57760-00001,0215776000001
11,62,0,2,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,NILES CITY,WP-021-57760-00002,0215776000002
11,62,0,3,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,NILES CITY,WP-021-57760-00003,0215776000003
11,62,0,4,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,NILES CITY,WP-021-57760-00004,0215776000004
11,64,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ST. JOSEPH CITY,WP-021-70960-00001,0217096000001
11,64,0,2,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ST. JOSEPH CITY,WP-021-70960-00002,0217096000002
11,64,0,3,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,ST. JOSEPH CITY,WP-021-70960-00003,0217096000003
11,66,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,WATERVLIET CITY,WP-021-84500-00001,0218450000001
11,8,0,1,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BERRIEN TOWNSHIP,WP-021-07820-00001,0210782000001
11,8,0,2,,6,600,0,6TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BERRIEN,021,2018,GEN,BERRIEN TOWNSHIP,WP-021-07820-00002,0210782000002
12,10,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,BUTLER TOWNSHIP,WP-023-12140-00001,0231214000001
12,12,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,CALIFORNIA TOWNSHIP,WP-023-12560-00001,0231256000001
12,14,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,COLDWATER TOWNSHIP,WP-023-17040-00001,0231704000001
12,16,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,GILEAD TOWNSHIP,WP-023-32120-00001,0233212000001
12,18,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,GIRARD TOWNSHIP,WP-023-32280-00001,0233228000001
12,2,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,ALGANSEE TOWNSHIP,WP-023-01120-00001,0230112000001
12,20,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,KINDERHOOK TOWNSHIP,WP-023-43260-00001,0234326000001
12,22,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,MATTESON TOWNSHIP,WP-023-52400-00001,0235240000001
12,24,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,NOBLE TOWNSHIP,WP-023-57860-00001,0235786000001
12,26,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,OVID TOWNSHIP,WP-023-61840-00001,0236184000001
12,28,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,QUINCY TOWNSHIP,WP-023-66660-00001,0236666000001
12,28,0,2,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,QUINCY TOWNSHIP,WP-023-66660-00002,0236666000002
12,30,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,SHERWOOD TOWNSHIP,WP-023-73440-00001,0237344000001
12,32,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,UNION TOWNSHIP,WP-023-81280-00001,0238128000001
12,4,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,BATAVIA TOWNSHIP,WP-023-05800-00001,0230580000001
12,52,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,BRONSON CITY,WP-023-10860-00001,0231086000001
12,54,1,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,COLDWATER CITY,WP-023-17020-01001,0231702001001
12,54,2,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,COLDWATER CITY,WP-023-17020-02001,0231702002001
12,54,3,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,COLDWATER CITY,WP-023-17020-03001,0231702003001
12,54,4,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,COLDWATER CITY,WP-023-17020-04001,0231702004001
12,6,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,BETHEL TOWNSHIP,WP-023-08060-00001,0230806000001
12,8,0,1,,6,700,0,7TH DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,BRANCH,023,2018,GEN,BRONSON TOWNSHIP,WP-023-10880-00001,0231088000001
13,10,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,BURLINGTON TOWNSHIP,WP-025-11820-00001,0251182000001
13,12,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,CLARENCE TOWNSHIP,WP-025-15960-00001,0251596000001
13,14,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,CLARENDON TOWNSHIP,WP-025-16020-00001,0251602000001
13,16,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,CONVIS TOWNSHIP,WP-025-17880-00001,0251788000001
13,18,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,ECKFORD TOWNSHIP,WP-025-24700-00001,0252470000001
13,2,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,ALBION TOWNSHIP,WP-025-01000-00001,0250100000001
13,20,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,EMMETT TOWNSHIP,WP-025-25935-00001,0252593500001
13,20,0,2,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,EMMETT TOWNSHIP,WP-025-25935-00002,0252593500002
13,20,0,3,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,EMMETT TOWNSHIP,WP-025-25935-00003,0252593500003
13,20,0,4,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,EMMETT TOWNSHIP,WP-025-25935-00004,0252593500004
13,22,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,FREDONIA TOWNSHIP,WP-025-30500-00001,0253050000001
13,24,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,HOMER TOWNSHIP,WP-025-38940-00001,0253894000001
13,26,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,LEE TOWNSHIP,WP-025-46620-00001,0254662000001
13,28,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,LEROY TOWNSHIP,WP-025-47060-00001,0254706000001
13,28,0,2,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,LEROY TOWNSHIP,WP-025-47060-00002,0254706000002
13,30,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,MARENGO TOWNSHIP,WP-025-51520-00001,0255152000001
13,32,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,MARSHALL TOWNSHIP,WP-025-51960-00001,0255196000001
13,32,0,2,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,MARSHALL TOWNSHIP,WP-025-51960-00002,0255196000002
13,34,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,NEWTON TOWNSHIP,WP-025-57620-00001,0255762000001
13,36,0,1,,6,300,0,3RD DISTRICT REPRESENTATIVE IN CONGRESS 2 YEAR TERM (1) POSITION,CALHOUN,025,2018,GEN,PENNFIELD TOWNSHIP,WP-025-63440-00001,0256344000001
